full_text;Cat
Batu aji mati lampu nih om, siapa bilang pulih, taon baru kok Hoaxxx 1🤣😂😜 @bright_PLNBatam @pln_123 @infoPLN hoax oiiii 🤪😜;0
Batu aji mati lampu nih om, siapa bilang pulih, taon baru kok Hoaxxx 1🤣😂😜 @bright_PLNBatam @pln_123 @infoPLN hoax oiiii 🤪😜;0
Batu aji mati lampu nih om, siapa bilang pulih, taon baru kok Hoaxxx 1🤣😂😜 @bright_PLNBatam @pln_123 @infoPLN hoax oiiii 🤪😜;0
@IDNNews_id Batu aji mati lampu nih om, siapa bilang pulih, taon baru kok Hoaxxx 1🤣😂😜 @bright_PLNBatam @pln_123 @infoPLN hoax oiiii 🤪😜;0
@pln_123 sudah 2 minggu penerangan dirumah saya dayanya menurun ( spaneng) istri saya tidak bisa menjalankan aktifitasnya sebgai ibu rumah tangga...air Sanyo, mesin cuci tidak bisa digunakan sebagai mana mestinya. Saya sudah laporkan ke pihak gangguan PLN;0
@pln_123 Hai min... 1.1.2023 batam jam 4 pagi mati lampu sampe jam 12 siang. Ini 18.30 mati lagi.. Why min.. Bnr ne prediksi 2023 bakal gelap.. Gak ada info lg;0
TOKEN GAGAL DIMASUKAN SETELAH UPDATE VKRN 43, TIDAK TERDAPAT PEMERIKSAAN KWH METER OLEH PETUGAS, PTL TIDAK PADAM SISA KWH 15,15 KWH;4
TGL 29/06/2023 TUNGGAKAN REK JUNI 2023 BERIKUT BK TELAH DILUNASI MELALUI BANK MANDIRI PTL MINTA SEGERA DISAMBUNG;6
MOHON UNTUK DITINDAKLANJUTI PELANGGAN TIDAK DAPAT MELAKUKAN PEMBELIAN TOKEN STATUS PADA P2APST TERTERA KIRIM DIL PREPAID/NEDISYS CARGO. PTL TIDAK PADAM DENGAN SISA KWH 102,59.;4
PELANGGAN TIDAK BISA INPUT TOKEN SETELAH UPDATE VKRN 43. SISA KWH: 45,6;4
PELANGGAN TIDAK BISA INPUT TOKEN SETELAH UPDATE VKRN 43 DAN BELUM ADA PETUGAS DATANG, SISA TOKEN 151.65 KWH;4
MOHON BANTUAN DAN PENYELESAIAN. PELANGGAN TIDAK DAPAT MELAKUKAN INPUT TOKEN DISPLAY TERTERA USANG PTL TIDAK PADAM. PEMBELIAN TOKEN PADA TGL. 02/06/2023, 27/05/2023, 26/03/2023, 19/03/2023, 11/03/2023, 25/02/2023 SEBESAR RP. 100.000,- DENGAN NOMOR TOKEN 09779022069053047291, 13254730453283936795, 17836041272146379453, 36105842602349449819, 55930945927148611591, 61830851022126506705 DAN SISA KWH 236,24. PELANGGAN PERNAH LAPOR DENGAN NO: K5423060401134, K5423060504936, K5423060607137 DAN K5423061504691, STATUS SELESAI BELUM ADA KONFIRMASI DAN TINDAK LANJUT.;4
MOHON BANTUAN DAN TINDAKLANJUT,PELANGGAN DENGAN NO ID PEL 515050866918 MENGINFORMASIKAN TARIF PADA NO METER TSB BERUBAH DARI TARIF BISNIS ( B1T ) MENJADI TARIF RUMAH TANGGA ( R1MT / 900).PELANGGAN MERASA BERKEBERATAN DENGAN PERUBAHAN TARIF TSB KARENA PELANGGAN TIDAK PERNAH MERASA MELAKUKAN PERUBAHAN TARIF.;1
MUTASI_K (G9923070310278:ggn jg) - TERKAIT NO LAPOR K5223062900704 PERIHAL MOHON TINDAK LANJUT PELANGGAN MENGINFORMASIKAN SUDAH PENGAJUAN RESTITUSI PD DENGAN NOMOR REG 5167055041722DAN MENGUMOULKAN BERKAS NAMUN MASIH BELUM DITINDAKLANJUTI PETUGAS POELANGGAN SUDAH SEMPAT DIHUBUNGUI VIA WA, SESUAI INFORMASI PELANGGAN, SDUAH MENUNGGU 30 HARI DAN HINGAA SAAT INI HANYA DIKONFIRMASI UNTUK SECEPATNYA, MOHON PETUGAS SEGERA MENGKONFIRMASI PELANGGAN KEMBALI UPDATE LAPOR CC.52.SURYAKA.SM. UPDATE LAPOR CC.54.KURNIAWAN.LC;1
MUTASI_K (G9923063005499:butuh penanganan petugas teknik) - PELANGGAN TIDAK BISA INPUT TOKEN SETELAH UPDATE VKRN 43. (BELUM ADA) PETUGAS YANG MELAKUKAN PENGATURAN. SISA KWH: 11,49.;4
LAPOR ULANG TERKAIT NO LAPOR K5423062904946. MOHON INFORMASI DAN PENYELESAN. TGL 16/03/23 PELANGGAN DATANG KE PLN SETEMPAT UNTUK MENGAJUKAN PROSES MIGRASI TARIF MENJADI BISNIS BERIKUT MELENGKAPI PERSYARATAN, SESUAI INFO PELANGGAN DIINFORMASIKAN OLEH PETUGAS UNTUK MENUNGGU PROSES PENYAMBUNGAN DIKARENAKAN MENUNGGU SURAT DARI KANTOR UP3 TEGAL. YBS MENGINGINKAN UNTUK SEGERA DILAKUKAN PENYAMBUNGAN.;1
PELANGGAN TIDAK BISA INPUT TOKEN SETELAH UPDATE VKRN 43. BELUM ADA PETUGAS YANG MELAKUKAN PENGATURAN. SISA KWH 29,13. PTL TIDAK PADAM;4
PELANGGAN TIDAK BISA INPUT TOKEN SETELAH UPDATE VKRN 43. (BELUM ADA) PETUGAS YANG MELAKUKAN PENGATURAN. SISA KWH: 18,85.;4
KURANG TAGIH. ST AW 17273, ST AK 17607 REK JUNI 2023, ST BERDASARKAN ANGKA ACMT JUNI 2023 = 17944. REK BELUM DILUNASI. RUMAH TERTUTUP, KWH METER DI DALAM RUMAH DAN BERPGAGAR, PLN 123 TELAH MENJELASKAN SESUAI KETENTUAN;5
MUTASI_K (G9923063004717:Di lokasi tersebut sering padam sebagian sekitar 1 bulan ini mohon dilalukan pemgecekan) - DI WILAYAH TSB PTL SERING PADAM BEBERAPA RUMAH DALAM 1 BULAN ATAU 1 MINGGU TERAKHIR HAMPIR (BERAPA KALI) PADAM. SUDAH SERING MELAPOR NAMUN TDK ADA TINDAK LANJUT DAN TERJADI PADAM TSB TIDAK MERATA;0
LEBIH TAGIH. ST AK REK JUNI 2023 = 28465, ST APP (saat ini) TGL 30/06/2023 = 27914. REK TELAH. RUMAH TIDAK TERKUNCI DAN BULAN MEI ADA PENGHUNINYA, KWH METER DAPAT DI JANGKAU PETUGAS WALAUPUN DARI LUAR PAGAR, PETUGAS TIDAK DATANG RUTIN. PELANGGAN MENGINGINKAN AGAR HAL TSB TIDAK TERULANG KEMBALI.;5
PELANGGAN TIDAK BISA INPUT TOKEN SETELAH UPDATE VKRN 43. SISA KWH = 18.77;4
MOHON TINDAKLANJUT DAN PENYELESAIAN. PELANGGAN MERASA LONJAKAN REK JUNI 2023 = ST AW 21113, ST AK 21385. BERDASARKAN ANGKA ACMT JUNI 2023= 21385. REK TELAH DILUNASI). RUMAH DIHUNI DAN TIDAK BERPAGAR. APP MUDAH DIJANGKAU. PETUGAS CATER RUTIN DATANG. PLN 123 TELAH MENJELASKAN SESUAI KETENTUAN NAMUN PELANGGAN TETAP MENGINGINKAN TINDAK LANJUT.;5
PELANGGAN TIDAK BISA INPUT TOKEN SETELAH UPDATE VKRN 43. SISA KWH = 43.18;4
PELANGGAN TIDAK BISA INPUT TOKEN SETELAH UPDATE VKRN 43. BELUM ADA PETUGAS YANG MELAKUKAN PENGATURAN. SISA KWH: 14.88. PTL TIDAK PADAM;4
MOHON PERIKSA APP. PIRINGAN KWH DAN ANGKA COUNTER APP TIDAK BEROPERASI. TIDAK MENGETAHUI SEJAK KAPAN. STAND APP TGL 30/06/2023 = 499.;3
PELANGGAN TIDAK BISA INPUT TOKEN SETELAH UPDATE VKRN 43. SISA KWH = 17.5;4
TERKAIT LAPORAN NO K5423062906030 BELUM ADA TINDAKLANJUT. PERIHAL TGL 29/06/23 TUNGGAKAN REK JUNI 23 BERIKUT BK TELAH DILUNASI PTL MINTA DISAMBUNG KEMBALI;6
DI WILAYAH TSB PTL SERING PADAM DALAM SETIAP HARI TERAKHIR HAMPIR SETIAP SORE HARI TERJADI PADAM;0
PELANGGAN TIDAK BISA INPUT TOKEN KET GAGAL SETELAH UPDATE VKRN-43. SISA STROOM 12.6 KWH (PTL MENYALA) NO ID PEL 537310139575 . TERKAIT NO LAPOR K5323062900572 BELUM DITANGANI OLEH PETUGAS,;4
MUTASI_K (G9923063003753:plg padam) - DI (WILAYAH ) TSB PTL SERING PADAM (BANYAK RUMAH) DALAM (SERING PADAM ) TERAKHIR HAMPIR 2 HARI BERTURUT TURUT PADAM. PTL TIDAK PADAM.;0
MUTASI_K (G9923063003877:gangguan jaringan listrik) - MOHON UNTUK DITINDAKLANJUTI. PELANGGAN MENGAJUKAN PERLINDUNGAN UNTUK KABEL LISTRIK YG MELINTANG DIATAS RUMAH UNTUK PROSES RENOVASI RUMAH SEBELUMNYA PELANGGAN SUDAH MELAPOR SUDAH 1 MINGGU BLM ADA TINDAK LANJUTNYA NO KTP PENANGGUNG 3327084809910044 DIANA NUR KHASANAH;0
TERKAIT K5223062800063 BELUM DIHUBUNGI OLEH PETIUGAS. TGL 23/06/2023 TUNGGAKAN REK JUNI 2023 BERIKUT BK TELAH DILUNASI MELALUI BANK BCA. PTL MINTA SEGERA DISAMBUNG.;6
LEBIH TAGIH. ST AK REK JUNI 2023 = 6083, ST APP TGL 26/06/2023 = 5470. REK (BELUM DILUNASI). RUMAH DI HUNI, TIDAK BERPAGAR, APP MUDAH DIJANGKAU DAN PETUGAS RUTIN DATANG. PELANGGAN MENGINGINKAN AGAR DILAKUKAN PENYESUAIAN PADA TAGIHAN REKENINGNYA;5
MOHON TINDAK LANJUT DAN PENYELESAIAN. SESUAI INFO PELANGGAN SEKITAR TGL 4 ATAU 9 JUNI 2023 WILAYAHNYA TERDAPAT KEGIATAN PENGGALIAN PEMASANGAN KABEL OLEH PLN. INFO PELANGGAN BEKAS GALIAN SEPERTI KARUNG YG BERISIKAN TANAH SERTA CONBLOCK TIDAK DIRAPIHKAN KEMBALI DAN DITINGGAL BEGITU SAJA. PELANGGAN INGIN AGAR BEKAS GALIAN TSB DPT DIRAPIHKAN KEMBALI. INFO PELANGGAN JALAN IBNU BATUTAH 1 MASIH BANYAK YG BLM DIPASANG KEMBALI CONBLOKNYA DAN KARUNG TANAH MASIH BERSERAKAN. MHN TINDAK LANJUT KEMBALI. TERKAIT K5423062200887 DAN K5223062402048.;0
TGL 29/06/2023 TUNGGAKAN REK JUNI 2023 BERIKUT BK, TELAH DILUNASI MELALUI BRI PTL MINTA SEGERA DISAMBUNG.;6
MOHON UNTUK DITINDAKLANJUTI PROSES PERGANTIAN APP KARENA USANG (INFO PELANGGAN SUDAH 20 TAHUN). ANGKA KEDUDUKAN KWH METER 41881;3
PELANGGAN PERNAH LAPOR DENGAN NO: K5423062801447 TERKAIT MOHON PERIKSA APP, ANGKA COUNTER APP TIDAK BEROPERASI SEJAK. STAND APP TGL TGL 29/06/23= 8.340 STATUS SELESAI, PELANGGAN TIDAK KONFIRMASI s.d 1X6 JAM.;3
PELANGGAN GAGAL INPUT TOKEN SETELAH UPDATE VKRN-43. PTL NYALA (SISA 200 kWh);4
TERKAIT BUKTI K5423062903145 PELANGGAN TIDAK DAPAT INPUT TOKEN TERTERA USANG. SISA KWH TIDAK MENGETAHUI. NO TOKEN:18235268275969727643. INFO PELANGGAN SUDAH DIHUBUNGI NAMUN BELUM DITINDAKLANJUTI LU 29/06/2023 15:03 CC.54.SYIFA BELUM ADA TINDAK LANJUT . MOHON UNTUK DI TINDAK LANJUTI CC.54.YULIANINGSIH,T2KPFPP;4
MOHON INFORMASI DAN PENYELESAN. TGL 16/03/23 PELANGGAN DATANG KE PLN SETEMPAT UNTUK MENGAJUKAN PROSES MIGRASI PASCABAYAR MENJADI PRABAYAR BERIKUT MELENGKAPI PERSYARATAN, SESUAI INFO PELANGGAN DIINFORMASIKAN OLEH PETUGAS UNTUK MENUNGGU PROSES PENYAMBUNGAN DIKARENAKAN MENUNGGU SURAT DARI KANTOR UP3 TEGAL. YBS MENGINGINKAN UNTUK SEGERA DILAKUKAN PENYAMBUNGAN.;1
MOHON TINDAK LANJUT DAN PENYELESAIAN PELANGGAN MENGHENDAKI DILAKUKAN PERGANTIAN KWH METER;3
PELANGGAN TDK BISA INPUT TOKEN SETELAH UPDATE VKRN 43. SISA KWH 73,38;4
MOHON TINDAK LANJUT DAN PENYELESAIANNYA. BERDASARKAN INFO PELANGGAN TGL 11/06/2023 TERJADI GANGGUAN MCB RUSAK R1T / 1300VA (G5423061110414) DIPERSIL TSB DAN TELAH DILAKUKAN PERBAIKAN OLEH PETUGAS BP. DAVID DENGAN CARA SAMBUNG LANGSUNG DENGAN NO.BA = 22004818 PELANGGAN MENGINGINKAN AGAR SEGERA DILAKUKAN PENANGANAN SESUAI KETENTUAN. TERKAIT K5223062600710 // PELANGGAN MENGHUBUNGI KEMBALI BELUM ADA TINDAK LANJUT. CC.52.EKA.SM;3
PELANGGAN TIDAK DAPAT INPUT TOKEN SETELAH UPDATE VKRN 43;4
PELANGGAN TIDAK DAPAT INPUT TOKEN SETELAH UPDATE VKRN 43;4
MOHON UNTUK DITINDAKLANJUTI. PELANGGAN MENGINGINKAN DIKIRIM INVOICE BULAN APRIL, MEI DAN JUNI UNTUK KEPERLUAN BERKAS PENDAFTARAN SEKOLAH ANAKNYA KE ALAMAT EMAIL iriantoagus1967@gmail.com;4
APP TERTERA GAGAL SETELHA UPDATE VKRN 43 PTL NYALA SISA 1136 47133117929293808524 10393157424023683211;4
MUTASI_K (G9923062902539:kct) - APP TERTERA GAGAL SETELAH UPDATE VKRN 43 PTL NYALA 5883 7388 5957 2076 0589 SISA 430 kwh;4
PELANGGAN TIDAK DAPAT INPUT TOKEN TERTERA USANG. SISA KWH TIDAK MENGETAHUI. NO TOKEN:18235268275969727643.;4
PELANGGAN TIDAK DAPAT INPUT TOKEN SETELAH UPDATE VKRN 43 PTL TIDAK PADAM SISA 17.5 KWH;4
MUTASI_K (G9923063004440:ggn jg) - MOHON TINDAK LANJUT PELANGGAN MENGINFORMASIKAN SUDAH PENGAJUAN RESTITUSI PD DENGAN NOMOR REG 5167055041722DAN MENGUMOULKAN BERKAS NAMUN MASIH BELUM DITINDAKLANJUTI PETUGAS POELANGGAN SUDAH SEMPAT DIHUBUNGUI VIA WA // PELANGGAN MENGHUBUNGI KEMBALI DAN BELUM ADA PENYELESAIANNYA. CC.52.YUDHA.LC;1
MOHON BANTUAN DAN PENJELASAN. SESUAI INFO PELANGGAN, YBS MEMBUTUHKAN INFORMASI REKENING KORAN PEMBAYARAN TOKEN LISTRIK PRABAYAR PLN YANG MENAMPILKAN NAMA BESERTA ALAMAT LENGKAP (RINCIAN TOKEN TANGGAL 24 JUNI 2023) YANG AKAN DIGUNAKAN UNTUK VERIFIKASI ALAMAT UNTUK JUALAN ONLINE.;4
MOHON TINDAKLANJUT & PENYELESAIANNYA PELANGGAN MENGHENDAKI CETAK INVOICE BULAN APRIL, MEI, JUNI 2023 UNTUK KEPERLUAN DAFTAR ULANG UNIVERSITAS DIKARENAKAN PELANGGAN BELUM MEMILIKI NPWP. TERKAIT K5223062801916, SESUAI INFO PELANGGAN BELUM ADA KONFIRMASI APAPUN OLEH PETUGAS.;4
APP TERTERA REJECT PTL NYALA 5950 4373 6005 7882 4652 sisa 30,3 kWh PELANGGAN MENGHUBUNGI KEMBALI INGIN DIKONFIRMASI CC.52.SYARIFA.SM;3
MUTASI_K (G9923063004612:gangguan) - MOHON PERIKSA APP PRABAYAR DISPLAY TERTERA TERPAKAI. PTL TIDAK PADAM. PEMBELIAN TOKEN PADA TGL. 27/06/2023 RP.200.000,- DENGAN NOMOR TOKEN 5453 1862 4849 3612 6400 DAN SISA KWH 14,85.;4
TERKAIT NO LAPOR K5423062821728 DAN K5223062800172 PERIHAL LEBIH TAGIH. ST AK REK (JUNI 2023) = 41.530, ST APP (saat ini) TGL 26/06/2023 = 41.509. REK TELAH DILUNASI. Kondisi persil DIHUNI NAMUN PELANGGAN JARANG PULANG, KONDISI BERPAGAR DAN DIKUNCI, letak kWh MUDAH DIJANGKAU. PELANGGAN MENGINGINKAN AGAR HAL TSB TIDAK TERULANG KEMBALI. PELANGGAN MENGELUHKAN BELUM ADA TINDAK LANJUT DARI PETUGAS.;5
MUTASI_K (G9923062902418:padam) - MOHON TINDAK LANJUT PENYELESAIAN PELANGGAN MENGELUHKAN SIKAP SATPAM DI ULP SINGOSARI KARENA TIDAK MERESPON PELANGGAN SAAT KESULITAN MELAKUKAN PENGISIAN D SPBKLU. INFORMASI PELANGGAN DATANG PUKUL 09.50 . PELANGGAN MENGHENDAKI SATPAM TERSEBUT MENDAPAT TEGURAN KARENA PELANGGAN TDK DIBANTU NAMUN DIARAHKAN PENGECASAN DI INDOMART . MOHON DAPAT DITINDAKLANJUTI SESUAI KETENTUAN;1
MOHON TINDAKLANJUT DAN PENYELESAIAN. PELANGGAN MERASA LONJAKAN REK JUNI 2023 = ST AW 8447, ST AK 8525. BERDASARKAN ANGKA ACMT JUNI 2023 = 8525. REK (TELAHDILUNASI). RUMAH DIHUNI, TIDAK BERPAGAR DAN MUDAH DIJANGKAU. MOHON SEGERA DITINDAKLANJUTI. CC.54.DWI_W.SM;5
MUTASI_K (G9923062902563:cek lokasi, setiap malam padam) - DI (DS. NGAWEN KEC. MARGOREJO KAB. PATI PROV. JAWA TENGAH) TSB PTL SERING PADAM (BANYAK RUMAH/BEBERAPA RUMAH) DALAM (SETIAP PETANG / SETELAH MAGHRIB) PTL TIDAK PADAM.;0
MOHON UNTUK DITINDAKLANJUTI. PENGAJUAN PROSES GESER SR DIKARENAKAN AKAN DILAKUKAN PEMASANGAN KANOPI DENGAN NO. KTP PEMILIK 3374112107840005 AN. ZULIADI PRABOWO. PEMOHON MENGAKU SEBAGAI PEMILIK PERSIL.;0
TERKAIT: K5423062718620 MOHON TINDAK LANJUT DAN PENYELESAIAN TGL 25/06/2023 PROSES PB (R1T/450 VA) MELALUI PLN MOBILE DENGAN NOMOR AGENDA 441409912306255501. TGL 25/06/2023 BP DAN STROOM AWAL TELAH DILUNASI. MOHON UNTUK SEGERA DIREALISASIKAN PENYAMBUNGAN. PADA STATUS AP2T TERTERA PDL AWAL DAN SESUAI INFORMASI PELANGGAN PETUGAS MEMINTA SURAT KETERANGAN DARI KELURAHAN DENGAN CARA YANG TIDAK SOPAN (DIBENTAK) SERTA DIINFORMASIKAN PETUGAS UNTUK DATANG LANGSUNG KE UNIT PLN TERKAIT PADAHAL ALAMAT PELANGGAN SUDAH TERDAFTAR DI DAERAH 3T.;1
TGL 12/02/2023 PROSES PB (R1T/2200 VA) MELALUI PLN MOBILE DENGAN KODE REGISTRASI 3121112050884. TGL 22/02/2023 BP DAN STROOM AWAL/UJL TELAH DILUNASI. MOHON UNTUK SEGERA DIREALISASIKAN PENYAMBUNGAN.;1
PELANGGAN TIDAK BISA INPUT TOKEN SETELAH UPDATE VKRN 43 PTL MENYALA SISA 50.94 KWH;4
PELANGGAN TIDAK BISA INPUT TOKEN SETELAH UPDATE VKRN 43 PTL MENYALA SISA 42.50 KWH;4
MUTASI_K (G9923062801940:.) - MOHON PERIKSA APP DIKARENAKAN DIRAGUKAN BEROPERASINYA (KWH DIRASAKAN CEPAT HABIS). SEJAK 04/04/2023. SESUAI INFORMASI PELANGGAN (TIDAK ADA PENAMBAHAN ALAT ELEKTRONIK) SISA KWH 230.14.;3
LEBIH TAGIH. ST AK REK (JUNI 2023) = 41.530, ST APP (saat ini) TGL 26/06/2023 = 41.509. REK TELAH DILUNASI. Kondisi persil DIHUNI NAMUN PELANGGAN JARANG PULANG, KONDISI BERPAGAR DAN DIKUNCI, letak kWh MUDAH DIJANGKAU. PELANGGAN MENGINGINKAN AGAR HAL TSB TIDAK TERULANG KEMBALI. TERKAIT : K5223062800172;5
MOHON TINDAKLANJUT & PENYELESAIANNYA PELANGGAN MENGHENDAKI CETAK INVOICE BULAN APRIL, MEI, JUNI 2023 UNTUK KEPERLUAN DAFTAR ULANG UNIVERSITAS DIKARENAKAN PELANGGAN BELUM MEMILIKI NPWP.;4
MUTASI_K (G9923062801408:gagal masukin token) - PELANGGAN TIDAK BISA INPUT TOKEN SETELAH UPDATE VKRN 43. BELUM ADA PETUGAS YANG MELAKUKAN PENGATURAN. SISA KWH: 70,22 (R1T / 2.200VA);4
MUTASI_K (G9923062801556:tdk bs beli token) - MOHON UNTUK DITINDAKLANJUTI PELANGGAN TIDAK DAPAT MELAKUKAN PEMBELIAN TOKEN STATUS PADA P2APST TERTERA KIRIM DIL PREPAID/NEDISYS CARGO. (PTL TIDAK PADAM) DENGAN SISA KWH 21.94. NO METER : 14006053632;4
PELANGGAN MENGHUBUNGI KEMBALI, TERKAIT K5223062302103 DENGAN STATUS SELESAI PERIHAL TGL 17/06/2023 PROSES PB (R1T/1300 VA) MELALUI PLN MOBILE DENGAN KODE /BOOKING 543609912306179131. TGL 18/06/2023 BP DAN STROOM AWAL/UJL TELAH DILUNASI. MOHON UNTUK SEGERA DIREALISASIKAN PENYAMBUNGAN. PADA STATUS AP2T TERTERA PDL AWAL DAN SESUAI INFORMASI PELANGGAN SUDAH ADA PETUGAS KONFIRMASI DIINFORMASIKAN MENUNGGU MUTASI UNIT. SESUAI INFORMASI PELANGGAN HINGGA SAAT INI BELUM ADA PENANGANANNYA.;1
LEBIH TAGIH. ST AK REK JUNI 2023 = 33.675, ST APP TGL 28/06/2023 = 33.642. REK (TELAH DILUNASI). RUMAH TERKUNCI. KWH METER SULIT DIJANGKAU. PETUGAS TIDAK RUTIN DATANG. PELANGGAN MENGINGINKAN AGAR HAL TSB TIDAK TERULANG KEMBALI.;5
MOHON BANTUAN LAYANAN PERMOHONAN PASANG BARU DENGAN PROMO SUPER EVERYDAY R1/7.700 VA, PEMOHON MEMILIKI MOBIL LISTRIK. TERKAIT K5423061910599 STATUS SELESAI TANPA PENANGANAN;7
MUTASI_K (G9923062801135:gangguan) - PELANGGAN TIDAK BISA INPUT TOKEN SETELAH UPDATE VKRN 43. (SUDAH ADA) PETUGAS YANG MELAKUKAN PENGATURAN. SISA : 96.71 KWH.;4
TGL 19/02/2021 PROSES PB (R1T/ 2200 VA) MELALUI WEB ONLINE DENGAN KODE REGISTRASI/BOOKING 008-8875540002798501 DAN NO AGENDA 327109912102196805. TGL 04/03/2021 BP DAN STROOM AWAL TELAH DILUNASI. MOHON UNTUK SEGERA DIREALISASIKAN PENYAMBUNGAN. PADA STATUS AP2T TERTERA PEREMAJAAN PDL DAN SESUAI INFORMASI PELANGGAN BLM DIHUBUNGI DAN HINGGA SAAT INI BELUM DILAKUKAN REALISASI PENYAMBUNGAN. PELANGGAN PERNAH LAPOR DENGAN NO: K5423041708450, STATUS SELESAI, PELANGGAN TIDAK KONFIRMASI s.d 1X6 JAM.;1
DIWILAYAH TERSEBUT PTL SERING PADAM, SESUAI INFO PELANGGAN DALAM MINGGU TERAKHIR SERING PADAMNYA;0
MOHON TINDAK LANJUT DAN PENYELESAIAN. PELANGGAN MERASA LONJAKAN REK JUNI 2023= ST AW 56115, ST AK 56733. STAND APP TGL 28/06/2023= 57321, REK TELAH DILUNASI. RUMAH DIHUNI, BERPAGAR, APP MUDAH DIJANGKAU. PLN 123 TELAH MENJELASKAN SESUAI KETENTUAN NAMUN PELANGGAN TETAP MENGINGINKAN TINDAK LANJUT.;5
PELANGGAN TDK BISA INPUT TOKEN SETELAH UPDATE VKRN 43. SISA KWH 19.5;4
PELANGGAN TIDAK BISA INPUT TOKEN SETELAH UPDATE VKRN 43. (BELUM ADA) PETUGAS YANG MELAKUKAN PENGATURAN. SISA KWH: 498.;4
MOHON TINDAK LANJUT DAN PENYELESAIANNYA. BERDASARKAN INFO PELANGGAN TGL 04/05/2023 TERJADI GANGGUAN KWH METER PECAH TERSAMBAR PETIR (G5423050400279) DIPERSIL TSB DAN TELAH DILAKUKAN PERBAIKAN OLEH PETUGAS BP. (TIDAK ADA) DENGAN CARA SAMBUNG LANGSUNG DENGAN NO.BA = TIDAK DIBERIKAN PETUGAS. PELANGGAN MENGINGINKAN AGAR SEGERA DILAKUKAN PENANGANAN SESUAI KETENTUAN.;3
MOHON TINDAK LANJUT DAN PENYELESAIAN. PELANGGAN ID PEL 518040847844, TIDAK DAPAT MELAKUKAN PEMBAYARAN TUNGGAKAN REKENING BULAN MEI 23 DAN JUNI 23 BERIKUT BK. DATA PADA AP2T TERDAPAT PROSES MIGRASI DENGAN NO REG 5180417032044, SESUAI INFO PELANGGAN TIDAK PERNAH MENGAJUKAN PROSES TERSEBUT. DAN DI LOKASI SAAT INI MASIH MENGGUNAKAN APP PASKABAYAR.;3
MOHON PERIKSA APP DIKARENAKAN DIRAGUKAN BEROPERASINYA (KWH DIRASAKAN TIDAK BERKURANG). SEJAK 26/06/2023. PTL TIDAK PADAM SISA KWH 91.33;3
TGL 11/5/2023 PROSES PB (R1T/1300VA) MELALUI PLN MOBILE DENGAN NO AGENDA 431109912305116327. TGL 11/5/2023 BP DAN STROOM AWAL TELAH DILUNASI. MOHON UNTUK SEGERA DIREALISASIKAN PENYAMBUNGAN. PADA STATUS AP2T TERTERA PDL AWAL DAN SESUAI INFORMASI PELANGGAN BELUM ADA PEMASANGAN APP.;1
TERKAIT K5423062508383. MOHON TINDAK LANJUT DAN PENYELESAIAN. INFO PELANGGAN SEJAK PERTAMA KALI PEMASANGAN APP, MCB DI APP BELUM TERPASANG HINGGA SAAT INI.;3
MUTASI_K (G9923062800721:padam) - MOHON PENGECEKAN DI WILAYAH PELANGGAN PADA TANGGAL 27 JUNI PTL PADAM MENYALA SEJAK KEMARIN;0
PELANGGAN GAGAL INPUT TOKEN SETELAH UPDATE VKRN-43. PTL NYALA SISA 11.44 KWH;4
TERKAIT K5223062702395. PELANGGAN TIDAK BISA INPUT TOKEN SETELAH UPDATE VKRN 43. BELUM ADA PETUGAS YANG MELAKUKAN PENGATURAN. SISA KWH: 82. PTL TIDAK PADAM;4
MOHON UNTUK DITINDAKLANJUTI. TGL 26/06/2023 DILAKUKAN PERGANTIAN APP PRABAYAR DIKARENAKAN APP RUSAK TERKAIT G5223062001667. SESUAI INFO PELANGGAN PADA APP LAMA (56504890445) MASIH TERDAPAT SISA KWH 50. MOHON DAPAT DIKONVERSI KE APP BARU (14466392439).;3
PELANGGAN TIDAK BISA INPUT TOKEN SETELAH UPDATE VKRN 43. BELUM ADA PETUGAS YANG MELAKUKAN PENGATURAN. SISA KWH: 15,30. PTL TIDAK PADAM;4
MOHON TINDAK LANJUT DAN PENYELESAIAN. PELANGGAN BERMAKSUD MENGAJUKAN PASANG BARU DAYA 900VA (SUBSIDI) DENGAN NO KTP PEMILIK BANGUNAN 3522095106620002 ATAS NAMA Maimunah. PEMOHON MENGAKU SEBAGAI PEMILIK PERSIL/YANG DIBERI KUASA. NAMUN PADA DATA AP2T TERTERA NO KTP 3522095106620002 SUDAH TERDAFTAR SUBSIDI LISTRIK DENGAN ID PEL MILIK ORANG LAIN;1
LEBIH TAGIH. ST AK REK (JUNI 2023) = 41.530, ST APP (saat ini) TGL 26/06/2023 = 41.509. REK TELAH DILUNASI. Kondisi persil DIHUNI NAMUN PELANGGAN JARANG PULANG, KONDISI BERPAGAR DAN DIKUNCI, letak kWh MUDAH DIJANGKAU. PELANGGAN MENGINGINKAN AGAR HAL TSB TIDAK TERULANG KEMBALI.;5
TERKAIT K5423061400196 APP TERTERA ERROR;3
MOHON UNTUK DITINDAKLANJUTI. PELANGGAN KEHILANGAN ID PELANGGAN AN.Harumiyati DENGAN DAYA TERPASANG 1300 VA. PELANGGAN KESULITAN MELAKUKAN PEMBAYARAN REKENING LISTRIK;4
